msgid,msgstr
There exists a GoogleSearchAPIWrapper utility which wraps this API. To import this utility:,存在一个包装此API的GoogleSearchAPIWrapper实用程序。要导入此实用程序，请执行以下操作：
"For a more detailed walkthrough of this wrapper, see [this notebook](../modules/agents/tools/examples/google_search.ipynb).",有关这个包装器的更详细的演练，请参见[this notebook]（../modules/agents/tools/examples/google_search.ipynb）。
Tool,工具
You can also easily load this wrapper as a Tool (to use with an Agent). You can do this with:,您还可以轻松地将此包装器作为工具加载（与代理一起使用）。您可以使用以下方法执行此操作：
"For more information on this, see [this page](../modules/agents/tools/getting_started.md)",有关这方面的详细信息，请参阅[本页](../modules/agents/tools/getting_started.md）
Google Serper Wrapper,谷歌Serper包装器
"This page covers how to use the [Serper](https://serper.dev) Google Search API within LangChain. Serper is a low-cost Google Search API that can be used to add answer box, knowledge graph, and organic results data from Google Search.  It is broken into two parts: setup, and then references to the specific Google Serper wrapper.",本页介绍了如何在LangChain中使用【Serper】（https：//serper.dev）Google搜索API。Serper是一个低成本的Google搜索API，可用于添加来自Google搜索的答案框、知识图和有机结果数据。它分为两部分：设置，然后是对特定Google Serper包装器的引用。
Setup,设置
Go to [serper.dev](https://serper.dev) to sign up for a free account,转到[serper.dev](https://serper.dev)，注册一个免费帐户
Get the api key and set it as an environment variable (`SERPER_API_KEY`),获取api密钥并将其设置为环境变量（`SERPER_API_KEY`）
There exists a GoogleSerperAPIWrapper utility which wraps this API. To import this utility:,存在一个包装此API的GoogleSerperAPIWrapper实用程序。要导入此实用程序，请执行以下操作：
You can use it as part of a Self Ask chain:,您可以将其用作自我提问链的一部分：
Output,输出
"For a more detailed walkthrough of this wrapper, see [this notebook](../modules/agents/tools/examples/google_serper.ipynb).",有关这个包装器的更详细的演练，请参见[this notebook]（../modules/agents/tools/examples/google_serper.ipynb）。
GooseAI,鹅
"This page covers how to use the GooseAI ecosystem within LangChain. It is broken into two parts: installation and setup, and then references to specific GooseAI wrappers.",本页介绍了如何在LangChain中使用GooseAI生态系统。它分为两部分：安装和设置，然后是对特定GooseAI包装器的引用。
Install the Python SDK with `pip install openai`,使用“pip install openai”安装Python SDK
Get your GooseAI api key from this link [here](https://goose.ai/).,从这个链接【这里】（https：//goose.ai/）获取您的GooseAI api密钥。
Set the environment variable (`GOOSEAI_API_KEY`).,设置环境变量（`GOOSEAI_API_KEY`）。
"There exists an GooseAI LLM wrapper, which you can access with:",存在一个GooseAI LLM包装器，您可以通过以下方式访问它：
GPT4All,GPT 4全部
"This page covers how to use the `GPT4All` wrapper within LangChain. The tutorial is divided into two parts: installation and setup, followed by usage with an example.",本页介绍了如何在LangChain中使用“GPT 4 All”包装器。本教程分为两部分：安装和设置，随后是使用示例。
Install the Python package with `pip install pyllamacpp`,使用“pip install pyllamacpp”安装Python包。
Download a [GPT4All model](https://github.com/nomic-ai/pyllamacpp#supported-model) and place it in your desired directory,下载[GPT 4 All model]（https://github.com/nomic-ai/pyllamacpp#supported-model）并将其放在所需目录中
Usage,用法
"To use the GPT4All wrapper, you need to provide the path to the pre-trained model file and the model's configuration.",要使用GPT 4 All包装器，您需要提供预训练模型文件的路径和模型的配置。
"You can also customize the generation parameters, such as n_predict, temp, top_p, top_k, and others.",您还可以自定义生成参数，如n_predict、temp、top_p、top_k等。
"To stream the model's predictions, add in a CallbackManager.",要流式传输模型的预测，请添加一个CallbackManager。
Model File,模型文件
You can find links to model file downloads in the [pyllamacpp](https://github.com/nomic-ai/pyllamacpp) repository.,您可以在[pyllamacpp]（https：//github.com/nomic-ai/pyllamacpp）存储库中找到模型文件下载的链接。
"For a more detailed walkthrough of this, see [this notebook](../modules/models/llms/integrations/gpt4all.ipynb)",有关此操作的更详细演练，请参阅[本笔记本]（../modules/models/llms/integrations/gpt 4 all.ipynb）
Graphsignal,图形信号
"This page covers how to use [Graphsignal](https://app.graphsignal.com) to trace and monitor LangChain. Graphsignal enables full visibility into your application. It provides latency breakdowns by chains and tools, exceptions with full context, data monitoring, compute/GPU utilization, OpenAI cost analytics, and more.",本页介绍了如何使用【Graphsignal】（https：//app.graphsignal.com）来跟踪和监控LangChain。Graphsignal支持对应用程序的全面可见性。它提供了按链和工具划分的延迟故障、完整上下文的异常、数据监控、计算/GPU利用率、OpenAI成本分析等。
Install the Python library with `pip install graphsignal`,使用“pip安装图形信号”安装Python库
Create free Graphsignal account [here](https://graphsignal.com),创建免费的Graphsignal帐户[此处]（https：//graphsignal.com）
Get an API key and set it as an environment variable (`GRAPHSIGNAL_API_KEY`),获取API密钥并将其设置为环境变量（`GRAPHSIGNAL_API_KEY`）
Tracing and Monitoring,追踪和监测
Graphsignal automatically instruments and starts tracing and monitoring chains. Traces and metrics are then available in your [Graphsignal dashboards](https://app.graphsignal.com).,Graphsignal自动测量并开始跟踪和监控链。然后，跟踪和指标可以在您的【Graphsignal仪表板】（https：//app.graphsignal.com）中找到。
Initialize the tracer by providing a deployment name:,通过提供部署名称初始化跟踪程序：
"To additionally trace any function or code, you can use a decorator or a context manager:",要另外跟踪任何函数或代码，可以使用装饰器或上下文管理器：
"Optionally, enable profiling to record function-level statistics for each trace.",或者，启用分析来记录每个跟踪的函数级统计信息。
See the [Quick Start](https://graphsignal.com/docs/guides/quick-start/) guide for complete setup instructions.,有关完整的安装说明，请参见[快速入门](https://graphsignal.com/docs/guides/quick-start/）指南。
Hazy Research,朦胧研究
"This page covers how to use the Hazy Research ecosystem within LangChain. It is broken into two parts: installation and setup, and then references to specific Hazy Research wrappers.",本页介绍了如何在LangChain中使用Hazy研究生态系统。它分为两部分：安装和设置，然后引用特定的模糊研究包装。
"To use the `manifest`, install it with `pip install manifest-ml`",要使用“清单”，请使用“pip install manifest-ml”安装它
"There exists an LLM wrapper around Hazy Research's `manifest` library.  `manifest` is a python library which is itself a wrapper around many model providers, and adds in caching, history, and more.",Hazy Research的“清单”库周围有一个LLM包装器。“manifest”是一个python库，它本身是许多模型提供者的包装器，并添加了缓存、历史记录等。
To use this wrapper:,要使用此包装：
Helicone,螺旋酮
This page covers how to use the [Helicone](https://helicone.ai) ecosystem within LangChain.,本页介绍了如何在LangChain中使用【Helicone】（https：//helicone.ai）生态系统。
What is Helicone?,什么是螺旋酮？
"Helicone is an [open source](https://github.com/Helicone/helicone) observability platform that proxies your OpenAI traffic and provides you key insights into your spend, latency and usage.",Helicone是一个【开源】（https：//github.com/Helicone/Helicone）可观察性平台，它代理您的OpenAI流量，并为您提供关于您的支出、延迟和使用的关键见解。
![Helicone](../_static/HeliconeDashboard.png),！[Helicone](../_static/HeliconeDashboard.png）
